model_name,feature_set,optimized,val_accuracy,val_f1,train_accuracy,train_f1
logistic_regression,basic,False,0.9333333333333333,0.9342592592592591,0.9666666666666667,0.9666281866281865
logistic_regression,squared,False,0.9333333333333333,0.9342592592592591,0.9777777777777777,0.9777777777777777
logistic_regression,subset,False,0.7666666666666667,0.770007262164125,0.8,0.7994212962962962
random_forest,basic,False,0.9333333333333333,0.9342592592592591,1.0,1.0
random_forest,squared,False,0.9333333333333333,0.9342592592592591,1.0,1.0
random_forest,subset,False,0.6333333333333333,0.6391430646332608,0.9444444444444444,0.9444444444444444
